Map ID,Content Phase,Content Category,Content Type,Content Role,Page Title Structure,Idealized URL,Target Seed Keyword,Existing Client URL,Gap Status,Notes,Keyword Intent,AI Overview,MSV
22,Research,Divorce,Guide,Long-form,Annulment in Georgia | Legal Guide,https://tdefamilylaw.com/annulment-georgia/,annulment Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,320
23,Research,Divorce,Guide,Long-form,Legal Separation in Georgia | Guide,https://tdefamilylaw.com/legal-separation-georgia/,legal separation Georgia,https://tdefamilylaw.com/family-law/legal-separation/,MAPPED,✅ Dedicated service page exists.,Research,Yes,1000
24,Research,Divorce,Service Page,Child,Divorce Mediation Georgia | Firm Name,https://tdefamilylaw.com/divorce-mediation-georgia/,divorce mediation Georgia,https://tdefamilylaw.com/family-law/mediation-or-litigation-guide/,PARTIAL,⚠️ Covered in a "Mediation vs Litigation" guide, not a sales page.,Purchase,Yes,390
25,Research,Divorce,Service Page,Child,Uncontested Divorce Georgia | Firm Name,https://tdefamilylaw.com/uncontested-divorce-georgia/,uncontested divorce Georgia,https://tdefamilylaw.com/family-law/uncontested-divorce-lawyer/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,720
26,Research,Divorce,Service Page,Child,Contested Divorce Georgia | Firm Name,https://tdefamilylaw.com/contested-divorce-georgia/,contested divorce Georgia,https://tdefamilylaw.com/family-law/contested-divorce-lawyer/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,320
27,Research,Divorce,Blog,Supporting,How Much Does Divorce Cost in Georgia?,https://tdefamilylaw.com/cost-of-divorce-georgia/,cost of divorce in Georgia,,GAP - MISSING,❌ High volume question missing.,Research,Yes,1300
28,Research,Divorce,Blog,Supporting,How Long Does Divorce Take in Georgia?,https://tdefamilylaw.com/how-long-does-divorce-take-georgia/,how long does a divorce take in Georgia,,GAP - MISSING,❌ Common client question missing.,Research,Yes,590
29,Research,Custody,Service Page,Child,Child Custody and Divorce Georgia | Firm Name,https://tdefamilylaw.com/child-custody-divorce-georgia/,child custody and divorce Georgia,https://tdefamilylaw.com/family-law/child-custody-lawyer/,MAPPED,✅ Covered by main custody page.,Commercial,Yes,480
30,Research,Divorce,Service Page,Child,Divorcing a Narcissist in Georgia | Firm Name,https://tdefamilylaw.com/divorcing-narcissist-georgia/,divorcing a narcissist Georgia,https://tdefamilylaw.com/family-law/divorcing-a-narcissist/,MAPPED,✅ Dedicated service page exists.,Research,Yes,210
31,Research,Divorce,Guide,Long-form,Georgia Divorce Laws | Comprehensive Guide,https://tdefamilylaw.com/georgia-divorce-laws/,Georgia divorce laws,https://tdefamilylaw.com/family-law/,PARTIAL,⚠️ General Family Law page touches on this, but no specific laws guide.,Research,Yes,1000
32,Research,Divorce,Guide,Long-form,Grounds for Divorce in Georgia | Guide,https://tdefamilylaw.com/grounds-for-divorce-georgia/,grounds for divorce in Georgia,https://tdefamilylaw.com/what-are-the-grounds-for-divorce-in-in-georgia/,MAPPED,✅ Blog post covers this.,Research,Yes,720
33,Research,Safety,Service Page,Child,Protective Orders Georgia | Firm Name,https://tdefamilylaw.com/protective-orders-georgia/,protective order Georgia,https://tdefamilylaw.com/temporary-protective-orders-tpo-emergency-orders-lawyer-in-atlanta/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,590
34,Research,Custody,Service Page,Child,Child Custody Modification Georgia | Firm Name,https://tdefamilylaw.com/child-custody-modification-georgia/,child custody modification Georgia,https://tdefamilylaw.com/family-law/custody-modification-lawyer/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,320
35,Research,Custody,Guide,Long-form,Georgia Child Custody Laws | Guide,https://tdefamilylaw.com/georgia-child-custody-laws/,Georgia child custody laws,https://tdefamilylaw.com/how-child-custody-is-determined-in-georgia/,PARTIAL,⚠️ Blog post covers determination, but not full laws.,Research,Yes,480
36,Research,Custody,Blog,Supporting,At What Age Can a Child Choose Parent in Georgia?,https://tdefamilylaw.com/child-choose-parent-age-georgia/,what age can a child choose parent in Georgia,,GAP - MISSING,❌ High MSV specific question missing.,Research,Yes,1600
37,Research,Custody,Guide,Long-form,Sole Custody in Georgia | Guide,https://tdefamilylaw.com/sole-custody-georgia/,sole custody Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,390
38,Research,Custody,Guide,Long-form,Full Custody in Georgia | Guide,https://tdefamilylaw.com/full-custody-georgia/,full custody Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,480
39,Research,Custody,Service Page,Child,Grandparents Visitation Rights Georgia | Firm Name,https://tdefamilylaw.com/grandparents-rights-georgia/,grandparents visitation rights Georgia,https://tdefamilylaw.com/family-law/grandparents-rights-lawyer/,MAPPED,✅ Dedicated service page exists.,Research,Yes,590
40,Research,Support,Service Page,Child,Child Support Modification Georgia | Firm Name,https://tdefamilylaw.com/child-support-modification-georgia/,child support modification Georgia,https://tdefamilylaw.com/family-law/child-support-modification/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,320
41,Research,Support,Blog,Supporting,When Does Child Support End in Georgia?,https://tdefamilylaw.com/when-does-child-support-end-georgia/,when does child support end in Georgia,https://tdefamilylaw.com/how-long-is-child-support-required-to-be-paid-in-georgia/,MAPPED,✅ Blog post covers this.,Research,Yes,480
42,Research,Support,Guide,Long-form,How to File for Child Support in Georgia,https://tdefamilylaw.com/file-child-support-georgia/,how to file for child support in Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,320
43,Research,Support,Blog,Supporting,When Does Child Support End?,https://tdefamilylaw.com/when-does-child-support-end/,when does child support end,https://tdefamilylaw.com/how-long-is-child-support-required-to-be-paid-in-georgia/,MAPPED,✅ Covered by existing blog.,Research,Yes,260
44,Research,Support,Guide,Long-form,Georgia Child Support Laws | Guide,https://tdefamilylaw.com/georgia-child-support-laws/,Georgia child support laws,,GAP - MISSING,❌ Missing.,Research,Yes,390
45,Research,Support,Tool,Interactive,Georgia Child Support Calculator,https://tdefamilylaw.com/child-support-calculator-georgia/,Georgia child support calculator,https://tdefamilylaw.com/child-support-calculations-in-georgia/,PARTIAL,⚠️ Blog explains calculation but is not a calculator tool.,Commercial,Yes,2900
46,Research,Alimony,Guide,Long-form,Georgia Alimony Laws | Guide,https://tdefamilylaw.com/georgia-alimony-laws/,Georgia alimony laws,https://tdefamilylaw.com/are-you-entitled-to-alimony-in-georgia/,PARTIAL,⚠️ Blog covers entitlement, not full laws.,Research,Yes,480
47,Research,Alimony,Tool,Interactive,Georgia Alimony Calculator,https://tdefamilylaw.com/alimony-calculator-georgia/,Georgia alimony calculator,,GAP - MISSING,❌ High value tool missing.,Commercial,Yes,1000
48,Research,Assets,Guide,Long-form,Property Division Laws in Georgia,https://tdefamilylaw.com/property-division-laws-georgia/,property division laws in Georgia,https://tdefamilylaw.com/what-is-marital-property-and-how-is-it-divided-in-a-divorce-in-georgia/,MAPPED,✅ Blog post covers this.,Research,Yes,210
49,Research,Assets,Blog,Supporting,Is Georgia a Community Property State?,https://tdefamilylaw.com/is-georgia-community-property-state/,is Georgia a community property state,,GAP - MISSING,❌ Essential legal distinction missing.,Research,Yes,590
50,Research,Divorce,Service Page,Child,Military Divorce Georgia | Firm Name,https://tdefamilylaw.com/military-divorce-georgia/,military divorce Georgia,,GAP - MISSING,❌ Specific niche missing.,Commercial,Yes,260
51,Research,Divorce,Service Page,Child,High Net Worth Divorce Georgia | Firm Name,https://tdefamilylaw.com/high-net-worth-divorce-georgia/,high net worth divorce Georgia,https://tdefamilylaw.com/family-law/high-asset-divorce/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,320
52,Research,Paternity,Guide,Long-form,Georgia Paternity Laws | Guide,https://tdefamilylaw.com/georgia-paternity-laws/,Georgia paternity laws,https://tdefamilylaw.com/family-law/paternity-lawyer-in-atlanta/,PARTIAL,⚠️ Service page exists, but no deep dive laws guide.,Research,Yes,210
53,Research,Paternity,Service Page,Child,Fathers Rights in Georgia | Firm Name,https://tdefamilylaw.com/fathers-rights-georgia/,fathers rights in Georgia,https://tdefamilylaw.com/family-law/fathers-rights-lawyer/,MAPPED,✅ Dedicated service page exists.,Commercial,Yes,880
54,Research,Adoption,Guide,Long-form,Adoption Process in Georgia | Guide,https://tdefamilylaw.com/adoption-process-georgia/,adoption process in Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,320
55,Research,Adoption,Service Page,Child,Stepparent Adoption Georgia | Firm Name,https://tdefamilylaw.com/stepparent-adoption-georgia/,stepparent adoption Georgia,,GAP - MISSING,❌ Missing.,Commercial,Yes,260
56,Research,Adoption,Guide,Long-form,Georgia Adoption Laws | Guide,https://tdefamilylaw.com/georgia-adoption-laws/,Georgia adoption laws,,GAP - MISSING,❌ Missing.,Research,Yes,210
57,Core,Brand,Review Page,Navigational,TDE Law Reviews,https://tdefamilylaw.com/reviews/,TDE Law reviews,https://tdefamilylaw.com/review/,MAPPED,✅ Review request page exists.,Purchase,No,50
58,Core,Brand,Blog,Navigational,TDE Law Family Law Blog,https://tdefamilylaw.com/blog/,TDE Law family law blog,https://tdefamilylaw.com/blog/,MAPPED,✅ Blog index exists.,Research,No,20
59,Core,Brand,About Page,Navigational,Our Story | TDE Law,https://tdefamilylaw.com/our-story/,TDE Law story,https://tdefamilylaw.com/tessie-d-edwards/,PARTIAL,⚠️ Mapped to founder bio; no firm history page.,N/A,N/A,10
60,Core,Brand,Legal Page,Navigational,Privacy Policy | TDE Law,https://tdefamilylaw.com/privacy-policy/,TDE Law privacy policy,https://tdefamilylaw.com/privacy-policy/,MAPPED,✅ Exists.,N/A,N/A,0
61,Core,Brand,Review Page,Navigational,Client Testimonials | TDE Law,https://tdefamilylaw.com/testimonials/,TDE Law testimonials,https://tdefamilylaw.com/testimonials/,MAPPED,✅ Exists.,N/A,N/A,70
62,Research,Divorce,Service Page,Child,Collaborative Divorce Georgia | Firm Name,https://tdefamilylaw.com/collaborative-divorce-georgia/,collaborative divorce Georgia,,GAP - MISSING,❌ Missing.,Commercial,Yes,210
63,Research,Divorce,Blog,Supporting,Default Divorce in Georgia,https://tdefamilylaw.com/default-divorce-georgia/,default divorce Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,140
64,Research,Divorce,Blog,Supporting,Arbitration vs Litigation in Divorce,https://tdefamilylaw.com/arbitration-vs-litigation-divorce/,arbitration vs litigation,https://tdefamilylaw.com/family-law/mediation-or-litigation-guide/,PARTIAL,⚠️ Guide covers Mediation vs Litigation, not Arbitration.,Research,Yes,90
65,Research,Divorce,Blog,Supporting,Dating After Divorce in Georgia,https://tdefamilylaw.com/dating-after-divorce-georgia/,dating after divorce Georgia,https://tdefamilylaw.com/dating-after-divorce-in-atlanta/,MAPPED,✅ Blog post exists.,Research,Yes,110
66,Research,Divorce,Service Page,Child,Gray Divorce Georgia | Firm Name,https://tdefamilylaw.com/gray-divorce-georgia/,gray divorce Georgia,https://tdefamilylaw.com/what-challenges-do-couples-over-50-face-when-divorcing/,PARTIAL,⚠️ Blog post exists, but no service page for this niche.,Commercial,Yes,70
67,Research,Divorce,Blog,Supporting,Social Media and Divorce in Georgia,https://tdefamilylaw.com/social-media-divorce-georgia/,social media and divorce Georgia,https://tdefamilylaw.com/the-role-of-social-media-in-divorce-proceedings-in-georgia/,MAPPED,✅ Blog post exists.,Research,Yes,140
68,Research,Divorce,Blog,Supporting,Fault vs No Fault Divorce Georgia,https://tdefamilylaw.com/fault-vs-no-fault-divorce-georgia/,fault vs no fault divorce Georgia,https://tdefamilylaw.com/no-fault-divorce/,MAPPED,✅ Blog post exists.,Research,Yes,260
69,Research,Divorce,Service Page,Child,Same Sex Divorce Georgia | Firm Name,https://tdefamilylaw.com/same-sex-divorce-georgia/,same sex divorce Georgia,https://tdefamilylaw.com/family-law/lgbtq-divorce/,MAPPED,✅ Dedicated service page exists.,Research,Yes,170
70,Research,Divorce,Blog,Supporting,Divorce Tax Implications Georgia,https://tdefamilylaw.com/divorce-tax-implications-georgia/,divorce tax implications Georgia,https://tdefamilylaw.com/filing-taxes-during-and-after-a-divorce-what-changes/,MAPPED,✅ Blog post exists.,Commercial,Yes,140
71,Research,Custody,Blog,Supporting,How to Prepare for Child Custody Hearing,https://tdefamilylaw.com/prepare-child-custody-hearing/,how to prepare for child custody hearing,,GAP - MISSING,❌ Missing.,Research,Yes,210
72,Research,Custody,Service Page,Child,Guardian Ad Litem Georgia | Firm Name,https://tdefamilylaw.com/guardian-ad-litem-georgia/,guardian ad litem Georgia,,GAP - MISSING,❌ Missing.,Commercial,Yes,260
73,Research,Custody,Blog,Supporting,Best Interest of the Child Georgia,https://tdefamilylaw.com/best-interest-child-georgia/,best interest of the child Georgia,https://tdefamilylaw.com/what-are-my-rights-as-a-parent-in-a-divorce-or-child-custody-case-in-georgia/,PARTIAL,⚠️ Blog touches on standard, but no dedicated deep dive.,Research,Yes,320
74,Research,Custody,Blog,Supporting,Child Visitation Schedule Georgia,https://tdefamilylaw.com/child-visitation-schedule-georgia/,child visitation schedule Georgia,https://tdefamilylaw.com/family-law/parental-visitation/,PARTIAL,⚠️ Service page exists, but no guide on schedules/examples.,Research,Yes,480
75,Research,Custody,Blog,Supporting,Unmarried Parents Custody Rights Georgia,https://tdefamilylaw.com/unmarried-parents-custody-rights-georgia/,unmarried parents custody rights Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,390
76,Research,Support,Blog,Supporting,Wage Garnishment Child Support Georgia,https://tdefamilylaw.com/wage-garnishment-child-support-georgia/,wage garnishment child support Georgia,,GAP - MISSING,❌ Missing.,Commercial,Yes,140
77,Research,Support,Blog,Supporting,Child Support Arrears Georgia,https://tdefamilylaw.com/child-support-arrears-georgia/,child support arrears Georgia,,GAP - MISSING,❌ Missing.,Commercial,Yes,110
78,Research,Guardianship,Guide,Long-form,How to Petition for Guardianship in Georgia,https://tdefamilylaw.com/petition-guardianship-georgia/,how to petition for guardianship in Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,140
79,Research,Guardianship,Guide,Long-form,How to Establish Guardianship in Georgia,https://tdefamilylaw.com/establish-guardianship-georgia/,how to establish guardianship in Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,110
80,Research,Guardianship,Blog,Supporting,What is Guardianship in Georgia?,https://tdefamilylaw.com/what-is-guardianship-georgia/,what is guardianship in Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,170
81,Research,Guardianship,Blog,Supporting,Power of Attorney vs Guardianship Georgia,https://tdefamilylaw.com/power-attorney-vs-guardianship-georgia/,power of attorney vs guardianship Georgia,,GAP - MISSING,❌ Missing.,Research,Yes,90
82,Research,Prenup,Blog,Supporting,How to Talk About Prenuptial Agreements,https://tdefamilylaw.com/talk-about-prenuptial-agreements/,how to talk about prenuptial agreements,,GAP - MISSING,❌ Missing.,Research,Yes,70
83,Research,Prenup,Blog,Supporting,What is a Prenuptial Agreement in Georgia?,https://tdefamilylaw.com/what-is-prenuptial-agreement-georgia/,what is a prenuptial agreement in Georgia,https://tdefamilylaw.com/how-to-get-a-prenup-in-georgia/,MAPPED,✅ Blog post exists.,Research,Yes,140
84,Additional,Family Law,Service Page,Child,Contempt Lawyer Atlanta,https://tdefamilylaw.com/contempt-lawyer-in-atlanta/,contempt lawyer Atlanta,https://tdefamilylaw.com/contempt-lawyer-in-atlanta/,ADDITIONAL,➕ Good service page not in map.,N/A,N/A,90
85,Additional,Family Law,Service Page,Child,Divorce Modifications Georgia,https://tdefamilylaw.com/modifications/,divorce modifications Georgia,https://tdefamilylaw.com/modifications/,ADDITIONAL,➕ General modifications page.,N/A,N/A,140
86,Additional,Family Law,Service Page,Child,Emergency Orders Divorce,https://tdefamilylaw.com/divorce-emergency-orders-overview/,emergency orders divorce,https://tdefamilylaw.com/divorce-emergency-orders-overview/,ADDITIONAL,➕ Good niche service page.,N/A,N/A,70
87,Additional,Family Law,Service Page,Child,Shared Business Divorce,https://tdefamilylaw.com/shared-business-in-divorce/,shared business divorce,https://tdefamilylaw.com/shared-business-in-divorce/,ADDITIONAL,➕ Good niche service page.,N/A,N/A,50
88,Additional,Family Law,Service Page,Child,Financial Planning Divorce,https://tdefamilylaw.com/a-guide-to-financial-planning-for-divorce/,financial planning divorce,https://tdefamilylaw.com/a-guide-to-financial-planning-for-divorce/,ADDITIONAL,➕ Useful guide.,N/A,N/A,40
89,Additional,Family Law,Service Page,Child,Legitimation Lawyer Atlanta,https://tdefamilylaw.com/family-law/legitimation-lawyer/,legitimation lawyer Atlanta,https://tdefamilylaw.com/family-law/legitimation-lawyer/,ADDITIONAL,➕ Critical Georgia-specific topic.,N/A,N/A,320
90,Additional,Family Law,Service Page,Child,Mothers Rights Lawyer Atlanta,https://tdefamilylaw.com/family-law/mothers-rights-lawyer-in-atlanta/,mothers rights lawyer Atlanta,https://tdefamilylaw.com/family-law/mothers-rights-lawyer-in-atlanta/,ADDITIONAL,➕ Good targeting.,N/A,N/A,140
91,Additional,Family Law,Service Page,Child,Parental Rights Atlanta,https://tdefamilylaw.com/family-law/parental-rights/,parental rights Atlanta,https://tdefamilylaw.com/family-law/parental-rights/,ADDITIONAL,➕ Good targeting.,N/A,N/A,110
92,Additional,Off-Topic,Service Page,Child,Criminal Defense,https://tdefamilylaw.com/criminal-defense/,criminal defense,https://tdefamilylaw.com/criminal-defense/,ADDITIONAL,🚫 Off-topic. Dilutes family law authority.,N/A,N/A,1000
93,Additional,Off-Topic,Service Page,Child,DUI Attorney,https://tdefamilylaw.com/dui/,DUI attorney,https://tdefamilylaw.com/dui/,ADDITIONAL,🚫 Off-topic. Dilutes family law authority.,N/A,N/A,800
94,Additional,Off-Topic,Service Page,Child,Drug Offense Attorney,https://tdefamilylaw.com/drug-offense/,drug offense attorney,https://tdefamilylaw.com/drug-offense/,ADDITIONAL,🚫 Off-topic. Dilutes family law authority.,N/A,N/A,400
95,Core,Brand,Contact,Navigational,Contact Us,https://tdefamilylaw.com/contact-us/,contact,https://tdefamilylaw.com/contact-us/,MAPPED,✅ Exists.,N/A,N/A,0
96,Core,Brand,Contact,Navigational,Schedule Consultation,https://tdefamilylaw.com/schedule-a-consultation/,schedule consultation,https://tdefamilylaw.com/schedule-a-consultation/,MAPPED,✅ Exists.,N/A,N/A,0
97,Core,Brand,Resources,Navigational,Divorce Resources,https://tdefamilylaw.com/resources/,divorce resources,https://tdefamilylaw.com/resources/,MAPPED,✅ Exists.,N/A,N/A,0
