Map ID,Content Phase,Content Category,Content Type,Content Role,Page Title Structure,Idealized URL,Target Seed Keyword,Existing Client URL,Gap Status,Notes,Keyword Intent,AI Overview,MSV
40,Phase 04,Supporting Content,Child Support Supporting Content,Procedure Content,Child Support Modification in Georgia,.com/georgia/child-support/modification/,child support modification Georgia,https://tdefamilylaw.com/family-law/child-support-modification/,MAPPED,Page exists,Commercial,Yes,70
41,Phase 04,Supporting Content,Child Support Supporting Content,Procedure Content,Child Support Termination in Georgia,.com/georgia/child-support/termination/,when does child support end in Georgia,https://tdefamilylaw.com/how-long-is-child-support-required-to-be-paid-in-georgia/,MAPPED,Blog content covers this,Research,Yes,70
42,Phase 04,Supporting Content,Child Support Supporting Content,Procedure Content,Petition for Child Support in Georgia,.com/georgia/child-support/how-to-file/,how to file for child support in Georgia,,GAP - MISSING,Content gap,Research,Yes,210
43,Phase 04,Supporting Content,Child Support Supporting Content,Legal Description Content,When Does Child Support End,.com/georgia/child-support/support-end-age/,when does child support end,https://tdefamilylaw.com/how-long-is-child-support-required-to-be-paid-in-georgia/,MAPPED,Blog content exists,Research,Yes,320
44,Phase 04,Supporting Content,Child Support Supporting Content,Legal Description Content,Georgia Child Support Laws,.com/georgia/child-support/laws/,Georgia child support laws,,GAP - MISSING,Content gap,Research,Yes,320
45,Phase 03,Tools / Resources Pages,Child Support Supporting Content,Child Support Calculator,Georgia Child Support Calculator,.com/georgia/child-support/calculator/,Georgia child support calculator,,GAP - MISSING,Tool gap,Commercial,Yes,2900
46,Phase 04,Supporting Content,Alimony Supporting Content,Legal Description Content,Georgia Alimony Laws,.com/georgia/alimony/laws/,Georgia alimony laws,https://tdefamilylaw.com/what-is-alimony-and-how-is-it-determined-in-georgia/,PARTIAL,Blog content but not dedicated laws page,Research,Yes,210
47,Phase 03,Tools / Resources Pages,Alimony Supporting Content,Alimony Calculator,Georgia Alimony Calculator,.com/georgia/alimony/calculator/,Georgia alimony calculator,,GAP - MISSING,Tool gap,Commercial,Yes,170
48,Phase 04,Supporting Content,Property Division Supporting Content,Legal Description Content,Property Division Laws in Georgia,.com/georgia/property-division/laws/,property division laws in Georgia,https://tdefamilylaw.com/what-is-marital-property-and-how-is-it-divided-in-a-divorce-in-georgia/,PARTIAL,Blog content exists,Research,Yes,N/A
49,Phase 04,Supporting Content,Property Division Supporting Content,Legal Description Content,Is Georgia A Community Property state,.com/georgia/property-division/community-property-state/,is Georgia a community property state,,GAP - MISSING,Content gap,Research,Yes,1300
50,Phase 08,Supporting Content,Property Division Supporting Content,Situational Content,Military Divorce & Property Division in Georgia,.com/georgia/property-division/military-divorce/,military divorce Georgia,,GAP - MISSING,Content gap,Commercial,Yes,50
51,Phase 09,Supporting Content,Property Division Supporting Content,Situational Content,High-Net-Worth Divorces in Georgia,.com/georgia/property-division/high-net-worth/,high net worth divorce Georgia,https://tdefamilylaw.com/family-law/high-asset-divorce/,MAPPED,High-asset divorce page exists,Commercial,Yes,N/A
52,Phase 04,Supporting Content,Paternity Supporting Content,Legal Description Content,Georgia Paternity Laws,.com/georgia/paternity/laws/,Georgia paternity laws,,GAP - MISSING,Content gap,Research,Yes,40
53,Phase 04,Supporting Content,Paternity Supporting Content,Legal Description Content,Fathers Rights in Georgia,.com/georgia/paternity/fathers-rights/,fathers rights in Georgia,https://tdefamilylaw.com/family-law/fathers-rights-lawyer/,MAPPED,Page exists,Commercial,Yes,110
54,Phase 06,Supporting Content,Adoption Supporting Content,Procedure Content,Adoption Process in Georgia,.com/georgia/adoption/process/,adoption process in Georgia,,GAP - MISSING,No adoption content exists,Research,Yes,90
55,Phase 04,Supporting Content,Adoption Supporting Content,Situational Content,Stepparent Adoption in Georgia,.com/georgia/adoption/stepparent/,stepparent adoption Georgia,,GAP - MISSING,Content gap,Commercial,Yes,70
56,Phase 04,Supporting Content,Adoption Supporting Content,Legal Description Content,Adoption Laws in Georgia,.com/georgia/adoption/laws/,Georgia adoption laws,,GAP - MISSING,Content gap,Research,Yes,110
57,Phase 02,Brand Content,Brand Supporting Content,Review Hub Page,Reviews | TDE Law,.com/georgia/reviews/,TDE Law reviews,https://tdefamilylaw.com/review/,MAPPED,Review page exists,Purchase,No,N/A
58,Phase 02,Brand Content,Brand Supporting Content,Blog Hub Page,Family Law Blog | TDE Law,.com/georgia/blog/,TDE Law family law blog,https://tdefamilylaw.com/blog/,MAPPED,Blog exists with multiple pages,Research,No,N/A
59,Phase 02,Brand Content,Brand Supporting Content,About / Firm Story,Our Story | TDE Law,.com/our-story/,TDE Law story,,GAP - MISSING,No About/Our Story page,,,N/A
60,Phase 02,Brand Content,Brand Supporting Content,Privacy Policy,Privacy Policy,.com/privacy-policy/,TDE Law privacy policy,https://tdefamilylaw.com/privacy-policy/,MAPPED,Privacy policy exists,,,N/A
61,Phase 02,Brand Content,Brand Supporting Content,Testimonials,Testimonials,.com/testimonials/,TDE Law testimonials,https://tdefamilylaw.com/testimonials/,MAPPED,Testimonials page exists,N/A,N/A,N/A
62,Phase 08,Supporting Content,Divorce Supporting Content,Procedure Content,Collaborative Divorce in Georgia,.com/georgia/divorce/collaborative/,collaborative divorce Georgia,,GAP - MISSING,Content gap,Commercial,Yes,20
63,Phase 09,Supporting Content,Divorce Supporting Content,Procedure Content,Default Divorce in Georgia,.com/georgia/divorce/default/,default divorce Georgia,,GAP - MISSING,Content gap,Research,Yes,20
64,Phase 04,Supporting Content,Divorce Supporting Content,Situational Content,Arbitration vs. Litigation,.com/georgia/divorce/arbitration-vs-litigation/,arbitration vs litigation,https://tdefamilylaw.com/family-law/mediation-or-litigation-guide/,PARTIAL,Mediation vs litigation covered - not arbitration,Research,Yes,1000
65,Phase 09,Supporting Content,Divorce Supporting Content,Situational Content,Dating Again After Divorce in Georgia,.com/georgia/divorce/dating-after/,dating after divorce Georgia,https://tdefamilylaw.com/dating-after-divorce-in-atlanta/,MAPPED,Blog post exists,Research,Yes,N/A
66,Phase 09,Supporting Content,Divorce Supporting Content,Situational Content,Gray Divorce: Considerations for Older Couples in Georgia,.com/georgia/divorce/gray-over-50/,gray divorce Georgia,https://tdefamilylaw.com/what-challenges-do-couples-over-50-face-when-divorcing/,MAPPED,Blog post covers gray divorce,Commercial,Yes,N/A
67,Phase 11,Supporting Content,Divorce Supporting Content,Situational Content,Social Media and Divorce in Georgia,.com/georgia/divorce/social-media/,social media and divorce Georgia,https://tdefamilylaw.com/the-role-of-social-media-in-divorce-proceedings-in-georgia/,MAPPED,Blog post exists,Research,Yes,N/A
68,Phase 09,Supporting Content,Divorce Supporting Content,Legal Description Content,Understanding Fault vs. No-Fault Divorce in Georgia,.com/georgia/divorce/no-fault-vs-fault/,fault vs no fault divorce Georgia,https://tdefamilylaw.com/no-fault-divorce/,PARTIAL,No-fault page exists but not comparison,Research,Yes,0
69,Phase 10,Supporting Content,Divorce Supporting Content,Legal Description Content,Legal Considerations for Same-Sex Divorce in Georgia,.com/georgia/divorce/same-sex-couples-lgbt/,same sex divorce Georgia,https://tdefamilylaw.com/family-law/lgbtq-divorce/,MAPPED,LGBTQ+ divorce page exists,Research,Yes,N/A
70,Phase 08,Supporting Content,Divorce Supporting Content,Legal Description Content,Tax Implications of Divorce in Georgia,.com/georgia/divorce/tax-implications/,divorce tax implications Georgia,https://tdefamilylaw.com/tax-consequences-in-high-asset-divorces-in-georgia/,PARTIAL,Only high-asset tax implications covered,Commercial,Yes,N/A
71,Phase 08,Supporting Content,Child Custody Supporting Content,Procedure Content,How to Prepare for a Child Custody Hearing,.com/georgia/child-custody/hearing-preparation/,how to prepare for child custody hearing,,GAP - MISSING,Content gap,Research,Yes,0
72,Phase 04,Supporting Content,Child Custody Supporting Content,Legal Description Content,Guardian Ad Litem in Georgia,.com/georgia/child-custody/role-guardian-ad-litem-gal/,guardian ad litem Georgia,,GAP - MISSING,Content gap,Commercial,Yes,320
73,Phase 04,Supporting Content,Child Custody Supporting Content,Legal Description Content,Determining the Best Interest of the Child in Georgia,.com/georgia/child-custody/best-interest-of-child/,best interest of the child Georgia,,GAP - MISSING,Content gap,Research,Yes,10
74,Phase 08,Supporting Content,Child Custody Supporting Content,Legal Description Content,Visitation Rights and Schedules in Georgia,.com/georgia/child-custody/visitation-rights-schedule-options/,child visitation schedule Georgia,https://tdefamilylaw.com/family-law/parental-visitation/,MAPPED,Parental visitation page exists,Research,Yes,0
75,Phase 06,Supporting Content,Child Custody Supporting Content,Legal Description Content,Legal Implications of Unmarried Parents Seeking Custody in Georgia,.com/georgia/child-custody/unmarried-parents-custody-rights/,unmarried parents custody rights Georgia,,GAP - MISSING,Content gap,Research,Yes,N/A
76,Phase 06,Supporting Content,Child Support Supporting Content,Situational Content,Understanding Wage Garnishment for Child Support in Georgia,.com/georgia/child-support/wage-garnishments/,wage garnishment child support Georgia,,GAP - MISSING,Content gap,Commercial,Yes,N/A
77,Phase 06,Supporting Content,Child Support Supporting Content,Legal Description Content,Overview of Child Support Arrears and Penalties in Georgia,.com/georgia/child-support/arrears-penalties/,child support arrears Georgia,,GAP - MISSING,Content gap,Commercial,Yes,20
78,Phase 08,Supporting Content,Guardianship Supporting Content,Procedure Content,Petitioning For Legal Guardianship,.com/georgia/guardianship/petitioning/,how to petition for guardianship in Georgia,,GAP - MISSING,No guardianship content exists,Research,Yes,N/A
79,Phase 06,Supporting Content,Guardianship Supporting Content,Procedure Content,Establishing Guardianship in Georgia,.com/georgia/guardianship/establishing/,how to establish guardianship in Georgia,,GAP - MISSING,No guardianship content exists,Research,Yes,N/A
80,Phase 08,Supporting Content,Guardianship Supporting Content,Legal Description Content,Guardianship Laws in Georgia,.com/georgia/guardianship/laws/,what is guardianship in Georgia,,GAP - MISSING,No guardianship content exists,Research,Yes,N/A
81,Phase 06,Supporting Content,Guardianship Supporting Content,Legal Description Content,Powers of Attorney & Advance Directives in Georgia,.com/georgia/guardianship/power-of-attorney-directives/,power of attorney vs guardianship Georgia,,GAP - MISSING,No guardianship content exists,Research,Yes,0
82,Phase 08,Supporting Content,Prenup Supporting Content,Situational Content,How to Start Talking about Prenuptial Agreements,.com/georgia/prenup-postnup/talking-about-prenuptial-agreements/,how to talk about prenuptial agreements,https://tdefamilylaw.com/how-to-get-a-prenup-in-georgia/,PARTIAL,How to get prenup exists,Research,Yes,N/A
83,Phase 09,Supporting Content,Prenup Supporting Content,Legal Description Content,Prenuptial Agreement Laws in Georgia,.com/georgia/prenup-postnup/laws/,what is a prenuptial agreement in Georgia,,GAP - MISSING,Content gap,Research,Yes,N/A
84,N/A,Additional Client Pages,Contempt,Service Page,Contempt Lawyer in Atlanta,N/A,contempt lawyer Atlanta,https://tdefamilylaw.com/contempt-lawyer-in-atlanta/,ADDITIONAL,Not in template - valid service page,N/A,N/A,0
85,N/A,Additional Client Pages,Modifications,Service Page,Legal Modifications,N/A,divorce modifications Georgia,https://tdefamilylaw.com/modifications/,ADDITIONAL,Not in template - valid service page,N/A,N/A,N/A
86,N/A,Additional Client Pages,Emergency Orders,Service Page,Emergency Orders In Divorce,N/A,emergency orders divorce,https://tdefamilylaw.com/divorce-emergency-orders-overview/,ADDITIONAL,Not in template - valid service page,N/A,N/A,N/A
87,N/A,Additional Client Pages,Shared Business,Supporting Content,Shared Business in Divorce,N/A,shared business divorce,https://tdefamilylaw.com/shared-business-in-divorce/,ADDITIONAL,Not in template - valid supporting content,N/A,N/A,N/A
88,N/A,Additional Client Pages,Financial Planning,Supporting Content,Financial Planning for Divorce,N/A,financial planning divorce,https://tdefamilylaw.com/a-guide-to-financial-planning-for-divorce/,ADDITIONAL,Not in template - valid supporting content,N/A,N/A,210
89,N/A,Additional Client Pages,Legitimation,Service Page,Legitimation Lawyer in Atlanta,N/A,legitimation lawyer Atlanta,https://tdefamilylaw.com/family-law/legitimation-lawyer/,ADDITIONAL,Not in template - valid service page,N/A,N/A,70
90,N/A,Additional Client Pages,Mothers Rights,Service Page,Mother's Rights Lawyer in Atlanta,N/A,mothers rights lawyer Atlanta,https://tdefamilylaw.com/family-law/mothers-rights-lawyer-in-atlanta/,ADDITIONAL,Not in template - valid service page,N/A,N/A,N/A
91,N/A,Additional Client Pages,Parental Rights,Service Page,Parental Rights In Atlanta,N/A,parental rights Atlanta,https://tdefamilylaw.com/family-law/parental-rights/,ADDITIONAL,Not in template - valid service page,N/A,N/A,N/A
92,N/A,Additional Client Pages,Criminal Defense,Service Page,Criminal Defense Overview,N/A,criminal defense,https://tdefamilylaw.com/criminal-defense/,ADDITIONAL,Outside family law - criminal practice area,N/A,N/A,5400
93,N/A,Additional Client Pages,DUI,Service Page,DUI & Criminal Cases,N/A,DUI attorney,https://tdefamilylaw.com/dui/,ADDITIONAL,Outside family law - criminal practice area,N/A,N/A,22200
94,N/A,Additional Client Pages,Drug Offense,Service Page,Drug Offense Attorney,N/A,drug offense attorney,https://tdefamilylaw.com/drug-offense/,ADDITIONAL,Outside family law - criminal practice area,N/A,N/A,720
95,N/A,Additional Client Pages,Contact,Core Page,Contact,N/A,contact,https://tdefamilylaw.com/contact-us/,ADDITIONAL,Standard contact page,N/A,N/A,90500
96,N/A,Additional Client Pages,Consultation,Core Page,Schedule A Consultation,N/A,schedule consultation,https://tdefamilylaw.com/schedule-a-consultation/,ADDITIONAL,Standard consultation page,N/A,N/A,50
97,N/A,Additional Client Pages,Resources,Core Page,Resources,N/A,divorce resources,https://tdefamilylaw.com/resources/,ADDITIONAL,Resources hub page,N/A,N/A,140
99,N/A,Additional Client Pages,Blog/Content,Supporting Content,Are You a Business Owner Considering Divorce? Here’s What You Need to Know.,N/A,are you a business owner considering divorce? here,https://tdefamilylaw.com/are-you-a-business-owner-considering-divorce-heres-what-you-need-to-know/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
100,N/A,Additional Client Pages,Blog/Content,Supporting Content,Are You Entitled to Alimony in Georgia?,N/A,are you entitled to alimony in georgia?,https://tdefamilylaw.com/are-you-entitled-to-alimony-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
101,N/A,Additional Client Pages,Blog/Content,Supporting Content,Artful Negotiations: Untangling the Emotional and Financial Value of Art and Antiques in a Georgia Divorce,N/A,artful negotiations: untangling the emotional and ,https://tdefamilylaw.com/artful-negotiations-untangling-the-emotional-and-financial-value-of-art-and-antiques-in-a-georgia-divorce/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
102,N/A,Additional Client Pages,Blog/Content,Supporting Content,Behnoush B. Jahromi – Law Clerk,N/A,behnoush b. jahromi – law clerk,https://tdefamilylaw.com/atlanta-attorneys/behnoush-b-jahromi/,ADDITIONAL,Staff bio page,N/A,N/A,N/A
103,N/A,Additional Client Pages,Blog/Content,Supporting Content,Charles H. Edwards Jr. – Chief Growth Officer,N/A,charles h. edwards jr. – chief growth officer,https://tdefamilylaw.com/atlanta-attorneys/charles-h-edwards-jr/,ADDITIONAL,Staff bio page,N/A,N/A,N/A
104,N/A,Additional Client Pages,Blog/Content,Supporting Content,Avoiding the Pitfalls of LGBTQIA+ Divorce in Georgia,N/A,avoiding the pitfalls of lgbtqia+ divorce in georg,https://tdefamilylaw.com/avoiding-the-pitfalls-of-lgbtqia-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
105,N/A,Additional Client Pages,Blog/Content,Supporting Content,Can Child Support Be Modified In Georgia?,N/A,can child support be modified in georgia?,https://tdefamilylaw.com/can-child-support-be-modified-in-georgia/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
106,N/A,Additional Client Pages,Blog/Content,Supporting Content,"Can I Modify A Child Custody, Support Or Alimony Order In Georgia?",N/A,"can i modify a child custody, support or alimony o",https://tdefamilylaw.com/can-i-modify-a-child-custody-support-or-alimony-order-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
107,N/A,Additional Client Pages,Blog/Content,Supporting Content,Celebrity Divorces of 2024 & What We Can Learn From Them,N/A,celebrity divorces of 2024 & what we can learn fro,https://tdefamilylaw.com/celebrity-divorces-of-2024/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
108,N/A,Additional Client Pages,Blog/Content,Supporting Content,Challenges of Divorcing a Narcissist and How We Can Help,N/A,challenges of divorcing a narcissist and how we ca,https://tdefamilylaw.com/challenges-of-divorcing-a-narcissist-and-how-we-can-help/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
109,N/A,Additional Client Pages,Blog/Content,Supporting Content,Challenging Prenuptial Agreements in Georgia High Asset Divorce Cases,N/A,challenging prenuptial agreements in georgia high ,https://tdefamilylaw.com/challenging-prenuptial-agreements-in-georgia-high-asset-divorce-cases/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
110,N/A,Additional Client Pages,Blog/Content,Supporting Content,Child Support Calculations in Georgia,N/A,child support calculations in georgia,https://tdefamilylaw.com/child-support-calculations-in-georgia/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
111,N/A,Additional Client Pages,Blog/Content,Supporting Content,Contested vs. Uncontested Divorce in Georgia,N/A,contested vs. uncontested divorce in georgia,https://tdefamilylaw.com/contested-vs-uncontested-divorce-in-georgia/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
112,N/A,Additional Client Pages,Blog/Content,Supporting Content,Creating a Parenting Plan in Georgia,N/A,creating a parenting plan in georgia,https://tdefamilylaw.com/creating-a-parenting-plan-in-georgia/,ADDITIONAL,Blog post or content page,N/A,N/A,N/A
113,N/A,Additional Client Pages,Blog/Content,Supporting Content,Divorce Law in 2024 & Key Trends to Watch,N/A,divorce law in 2024 & key trends to watch,https://tdefamilylaw.com/divorce-law-in-2024-key-trends-to-watch/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
114,N/A,Additional Client Pages,Blog/Content,Supporting Content,"Divorces, Privacy, and Wealth: A Georgia Law Perspective",N/A,"divorces, privacy, and wealth: a georgia law persp",https://tdefamilylaw.com/divorces-privacy-and-wealth-a-georgia-law-perspective/,ADDITIONAL,Blog post - Family Law topic,N/A,N/A,N/A
