Target URL,Target Is Core/Conversion,Target Primary Keyword,Target Primary Keyword (From Bank),inbound_links,exact,partial,info,branded,exact_pct,partial_pct,info_pct,branded_pct,Mix QA,exact_count_target,partial_count_target,info_count_target,branded_count_target
https://omnipress.com/blog/future-continuing-education-k-12-classroom/,No,future of continuing education,future of continuing education,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/gated-vs-ungated-content-finding-the-right-balance-for-associations/,No,gated vs ungated content,gated vs ungated content,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/get-your-team-on-board-with-abstract-management-software/,No,abstract management software adoption,abstract management software adoption,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/harnessing-ai-for-associations-enhancing-educational-content-and-member-engagement/,No,ai for associations,ai for associations,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/how-associations-can-better-compete-in-a-growing-training-market/,No,association training programs,association training programs,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/how-associations-can-repurpose-content-to-save-time/,No,repurpose content for associations,repurpose content for associations,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/how-associations-can-use-ai-to-personalize-learning/,No,AI personalized learning,AI personalized learning,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/how-to-build-contingency-planning-into-your-call-for-papers/,No,call for papers contingency planning,call for papers contingency planning,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/how-to-repurpose-conference-content-for-year-round-engagement/,No,repurpose conference content,repurpose conference content,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/member-publications-print-fulfillment-digital-guide/,No,member publications guide,member publications guide,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/more-ways-to-use-an-abstract-management-system/,No,uses of abstract management system,uses of abstract management system,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/post_series/bridging-the-gap-in-association-professional-development/,No,association professional development series,association professional development series,1,0,1,0,0,0.0,1.0,0.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/print-fulfillment-rfp-transition-guide/,No,print and fulfillment services rfp,print and fulfillment services rfp,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/printed-training-materials-design-tips-for-learning-retention/,No,printed training materials design,printed training materials design,5,0,0,5,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,2–3,1–2,0–1
https://omnipress.com/blog/printed-training-materials-guide/,No,printed training materials,printed training materials,4,0,0,4,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,1–2,0–2,0–1
https://omnipress.com/blog/selecting-mobile-event-app-conference/,No,select a mobile event app,select a mobile event app,3,0,0,3,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,1–2,0–1,0–1
https://omnipress.com/blog/simple-seo-tips-to-grow-your-conferences-and-courses/,No,SEO for educational programs,SEO for educational programs,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/submission-and-review-management-software-guide/,No,submission and review management software,submission and review management software,6,0,0,6,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–2,2–3,1–2,0–2
https://omnipress.com/blog/the-future-of-association-learning/,No,future of association learning,future of association learning,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/the-impact-of-ai-on-association-educational-content/,No,AI in association education,AI in association education,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/tips-for-designing-an-inspiring-conference-program-booklet/,No,conference program book design,conference program book design,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/training-materials-handwritten-engagement/,No,handwritten engagement in training,handwritten engagement in training,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/use-your-conference-program-book-to-increase-learning-engagement-and-revenue/,No,conference program book ideas,conference program book ideas,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/what-is-print-and-fulfillment/,No,print and fulfillment,print and fulfillment,2,0,0,2,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/blog/why-charge-for-abstract-submissions-a-new-planners-guide/,No,abstract submission fee,abstract submission fee,1,0,0,1,0,0.0,0.0,1.0,0.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/conferences/,Yes,conference printing and event technology,conference printing and event technology,9,2,4,2,1,0.2222,0.4444,0.2222,0.1111,PASS (count-bounds),1–2,3–5,1–3,0–2
https://omnipress.com/conferences/abstract-management/,Yes,abstract management software,abstract management software,13,2,6,3,2,0.1538,0.4615,0.2308,0.1538,PASS (count-bounds),1–3,5–7,2–4,1–3
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Yes,abstract management software features,abstract management software features,8,1,4,2,1,0.125,0.5,0.25,0.125,PASS (count-bounds),1–2,3–4,1–3,0–2
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Yes,abstract management tips,abstract management tips,14,3,6,3,2,0.2143,0.4286,0.2143,0.1429,PASS (count-bounds),2–3,5–7,2–5,1–3
https://omnipress.com/conferences/conference-printing/,Yes,conference printing services,conference printing services,16,3,7,4,2,0.1875,0.4375,0.25,0.125,PASS (count-bounds),2–4,6–8,3–5,1–4
https://omnipress.com/conferences/digital-conference-flipbook/,Yes,digital conference flipbook,digital conference flipbook,3,1,1,1,0,0.3333,0.3333,0.3333,0.0,PASS (count-bounds),0–1,1–2,0–1,0–1
https://omnipress.com/conferences/event-app/,Yes,mobile event app,mobile event app,8,1,4,2,1,0.125,0.5,0.25,0.125,PASS (count-bounds),1–2,3–4,1–3,0–2
https://omnipress.com/conferences/event-services/,Yes,event services,event services,1,0,1,0,0,0.0,1.0,0.0,0.0,PASS (count-bounds),0–1,0–1,0–1,0–1
https://omnipress.com/conferences/virtual-conference-event-platform/,Yes,virtual event platform,virtual event platform,3,1,1,1,0,0.3333,0.3333,0.3333,0.0,PASS (count-bounds),0–1,1–2,0–1,0–1
https://omnipress.com/customers/aj-tutoring/,No,print & fulfillment case study,print & fulfillment case study,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/digital-products/,Yes,digital event and publication solutions,digital event and publication solutions,10,2,4,3,1,0.2,0.4,0.3,0.1,PASS (count-bounds),1–2,4–5,2–3,1–2
https://omnipress.com/print-and-fulfillment-services/,Yes,print and fulfillment services,print and fulfillment services,8,1,4,2,1,0.125,0.5,0.25,0.125,PASS (count-bounds),1–2,3–4,1–3,0–2
https://omnipress.com/publications/,Yes,member publication printing,member publication printing,2,0,1,1,0,0.0,0.5,0.5,0.0,PASS (count-bounds),0–1,0–1,0–1,0–1
https://omnipress.com/publications/digital-publications/,Yes,digital publication platform,digital publication platform,2,0,1,1,0,0.0,0.5,0.5,0.0,PASS (count-bounds),0–1,0–1,0–1,0–1
https://omnipress.com/publications/publication-printing/,Yes,publication printing services,publication printing services,1,0,1,0,0,0.0,1.0,0.0,0.0,PASS (count-bounds),0–1,0–1,0–1,0–1
https://omnipress.com/reports/2022-training-trends-report/,No,2022 Training Trends Report,2022 Training Trends Report,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/reports/2023-conference-industry-report/,No,2023 Conference Industry Report,2023 Conference Industry Report,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/training/,Yes,training material printing,training material printing,30,5,13,8,4,0.1667,0.4333,0.2667,0.1333,PASS (count-bounds),4–6,12–15,6–9,3–6
https://omnipress.com/training/fulfillment/,Yes,print fulfillment services for training materials,print fulfillment services for training materials,18,3,8,5,2,0.1667,0.4444,0.2778,0.1111,PASS (count-bounds),2–4,7–9,3–6,1–4
https://omnipress.com/training/print-k-12-course-materials/,Yes,print K-12 course materials,print K-12 course materials,4,1,2,1,0,0.25,0.5,0.25,0.0,PASS (count-bounds),0–1,1–2,0–2,0–1
https://omnipress.com/training/print-training-manuals/,Yes,print training manuals,print training manuals,13,2,6,3,2,0.1538,0.4615,0.2308,0.1538,PASS (count-bounds),1–3,5–7,2–4,1–3
https://omnipress.com/training/training-manual-printing/,Yes,training manual printing,training manual printing,19,3,9,5,2,0.1579,0.4737,0.2632,0.1053,PASS (count-bounds),2–4,7–10,3–6,1–4
https://omnipress.com/videos/5-things-associations-should-know-about-gen-z/,No,,,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/videos/catalyst-abstract-management-system-quick-tour-video-by-omnipress/,No,catalyst abstract management system quick tour video by omnipress,catalyst abstract management system quick tour video by omnipress,2,0,0,0,2,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/videos/omnipress-mobile-event-app-quick-tour/,No,omnipress mobile event app quick tour,omnipress mobile event app quick tour,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/videos/omnipress-print-and-fulfillment-for-training-materials/,No,print & fulfillment for training materials | omnipress,print & fulfillment for training materials | omnipress,2,0,0,0,2,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/videos/omnipress-virtual-event-platform-quick-tour/,No,omnipress virtual event platform quick tour,omnipress virtual event platform quick tour,2,0,0,0,2,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/videos/quick-tour-omnipress-digital-conference-flipbook/,No,quick tour: omnipress digital conference flipbook,quick tour: omnipress digital conference flipbook,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
https://omnipress.com/webinars/designing-in-person-neuro-inclusive-education-events/,No,Panel Discussion: Designing In-Person Education Events That Are Neuro-Inclusive,Panel Discussion: Designing In-Person Education Events That Are Neuro-Inclusive,1,0,0,0,1,0.0,0.0,0.0,1.0,Not enforced (non-core target),0–1,0–1,0–1,0–1
